Département;Nom de Ville;Info;Code Commune;Potentiel Fiscal;Population;Nombre de policiers municipaux;Nombre d'agents de Surveillance de la voix publique;Nombre de gardes-champêtres;Nombre de centres de supervision urbaine (CSU);Personnes pour un policier;Nombre de policiers et de gardes-champêtres;Personnes pour un policier ou un garde-champêtre;KML
29;Plobannalec-Lesconil;"";165;545;3332;1;0;0;0;3332;1;3332;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							-4.212571060642489,47.79614953371754,0 -4.219833977340468,47.81078533802528,0 -4.216452781970339,47.81275650411287,0 -4.208335136634933,47.80159860422103,0 -4.200539141808795,47.80612806400575,0 -4.197516761850729,47.81638215310291,0 -4.20652493739377,47.82885955061043,0 -4.207970214864051,47.84245344463176,0 -4.22084871983518,47.84691905174001,0 -4.232962000151986,47.8419228798363,0 -4.246483721007288,47.84547837411721,0 -4.25528869226691,47.83702421833802,0 -4.254876636649603,47.82332082767881,0 -4.259814850557254,47.82233643530584,0 -4.246082929450306,47.80414491668336,0 -4.236407099963833,47.80166239967591,0 -4.226813152678859,47.79347107472042,0 -4.212571060642489,47.79614953371754,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
29;Plomelin;"";170;826;4113;1;0;0;0;4113;1;4113;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							-4.127469480312325,47.96448000736929,0 -4.147961553237982,47.96548256402598,0 -4.164930231906226,47.95715441075513,0 -4.178350127865993,47.94630270551217,0 -4.188047814808491,47.93016493753137,0 -4.188568777289765,47.92954557632412,0 -4.174018176706347,47.91643937970538,0 -4.176131343767143,47.90713749701575,0 -4.16619763479944,47.89580807488414,0 -4.146296054811729,47.89749427509788,0 -4.148265926799157,47.91079345329119,0 -4.141053487120423,47.9264779555747,0 -4.132643055649701,47.92592396961971,0 -4.132798428100106,47.93046883118021,0 -4.119021782371193,47.93130664660085,0 -4.112395050399053,47.9367240995618,0 -4.112377380568035,47.95139971875408,0 -4.122264051074572,47.95370002441472,0 -4.112151635011008,47.95572358539766,0 -4.113177292308241,47.96335097079341,0 -4.11909223337952,47.96521483844907,0 -4.127469480312325,47.96448000736929,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
29;Ploudaniel;"";179;663;3683;1;0;0;0;3683;1;3683;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							-4.285957618438621,48.49098919355371,0 -4.294737139635945,48.50336814162419,0 -4.286605486726698,48.50745512025188,0 -4.281512237584817,48.5067111994239,0 -4.277237238256841,48.51654100959281,0 -4.245705657888514,48.52676585184846,0 -4.247150242154103,48.53051688375622,0 -4.26904793944826,48.54147139010897,0 -4.298901618952218,48.53682784076608,0 -4.308464986095033,48.53857860654859,0 -4.2950091509716,48.56421481091195,0 -4.290533780037798,48.56598956815331,0 -4.292737714578245,48.5698832387194,0 -4.306976270958187,48.56813084500415,0 -4.314842723464276,48.56053616606117,0 -4.329187206399046,48.562180324209,0 -4.328851503547888,48.55590410396268,0 -4.332851511814222,48.55385901208037,0 -4.361744015803679,48.54961160748616,0 -4.364462284106687,48.54678658762001,0 -4.370886689907589,48.54149048747825,0 -4.362864606351852,48.53244805862064,0 -4.35685669191199,48.51546495008692,0 -4.347787181185416,48.50104768629654,0 -4.338189703649471,48.50347660753452,0 -4.322842686155573,48.48620298509723,0 -4.29273694981847,48.47360513932706,0 -4.283804507904076,48.47083020780841,0 -4.285957618438621,48.49098919355371,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
29;Plouescat;"";185;635;3609;1;0;0;0;3609;1;3609;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							-4.187236095661014,48.68478119667502,0 -4.212434806741527,48.6672594158749,0 -4.222045101909169,48.6579776858987,0 -4.200413247363066,48.65623718014901,0 -4.194484510598699,48.65199878495464,0 -4.171038971366561,48.64784298387482,0 -4.156055421186688,48.64563017261307,0 -4.150050137781016,48.65024564669584,0 -4.159281595885518,48.66944254370542,0 -4.162413290319416,48.68976497325625,0 -4.187236095661014,48.68478119667502,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
29;Plougasnou;"";188;762;3212;1;0;0;0;3212;1;3212;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							-3.781834146232996,48.64501623739948,0 -3.787746513360837,48.65454653973922,0 -3.775094608030081,48.66950526330705,0 -3.780038831500159,48.68269309187771,0 -3.775031234625377,48.69557208996183,0 -3.77972346520544,48.7017686620926,0 -3.792349804404345,48.70279100010197,0 -3.799684131155094,48.71290762929646,0 -3.808336395174623,48.71136578868119,0 -3.823783650701755,48.71984319865076,0 -3.817562858902612,48.70076236843532,0 -3.833099269768416,48.71263705720836,0 -3.852739660082938,48.68779921234252,0 -3.846264349445769,48.66018352856067,0 -3.827246132195037,48.64836632324857,0 -3.794500557747107,48.63849671494167,0 -3.784099170625181,48.63864851059716,0 -3.781834146232996,48.64501623739948,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
29;Plougastel-Daoulas;"";189;787;13178;1;0;0;0;13178;1;13178;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							-4.318480908635305,48.3621750270903,0 -4.330258943445974,48.36776991626038,0 -4.326397244257231,48.3808038899538,0 -4.337975004388801,48.38716062011833,0 -4.341735256875525,48.39696579200064,0 -4.348400243884263,48.40211772993135,0 -4.356196708426547,48.40265398728015,0 -4.360864026729729,48.40090875986093,0 -4.367411133514425,48.39487160707405,0 -4.403957715417059,48.38204291747819,0 -4.417544925652921,48.36982289902005,0 -4.435059540214617,48.36191733378685,0 -4.453949581435658,48.32650300149566,0 -4.446412802962183,48.32534287689136,0 -4.401338366141861,48.3422383888604,0 -4.391438786464253,48.34191858355121,0 -4.402165213992248,48.33820138623717,0 -4.417099217546339,48.32436864197382,0 -4.373375982915992,48.32594174217132,0 -4.366561885635265,48.33503298343193,0 -4.367806664758782,48.34515733003745,0 -4.341669117197831,48.35686000627491,0 -4.354243973415837,48.3436532094333,0 -4.346922630544478,48.34334983661699,0 -4.323759253752852,48.35802585194816,0 -4.318480908635305,48.3621750270903,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
29;Plouguerneau;"";195;489;6393;2;0;0;0;3196;2;3196;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							-4.422031429733768,48.58402779145208,0 -4.424244676806161,48.586952274107,0 -4.418682056938994,48.5922784996933,0 -4.440133580785844,48.60193159119404,0 -4.450034126925742,48.61030981948834,0 -4.44864781815834,48.6274282006631,0 -4.462756266242884,48.62705750410613,0 -4.509400161080414,48.62251783264751,0 -4.512790077105942,48.63262235686414,0 -4.529524430904557,48.6285174863233,0 -4.542645633388331,48.63611556682915,0 -4.540675145637543,48.62370755242476,0 -4.564484713541049,48.62453359874966,0 -4.567154584141511,48.6099502232593,0 -4.552403013316544,48.61065467686199,0 -4.56096262989977,48.60389267508735,0 -4.53943214019117,48.5999126677339,0 -4.52056057279276,48.59450447318231,0 -4.51951601672278,48.58848026384142,0 -4.501557907821072,48.58891204091448,0 -4.478404514422857,48.57208487946723,0 -4.452530629298989,48.57043317357058,0 -4.44859414801507,48.57003888060986,0 -4.422031429733768,48.58402779145208,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
29;Plounéour-Trez;"";203;506;1242;1;0;0;0;1242;1;1242;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							-4.316714941690027,48.64069632048258,0 -4.308618761552541,48.64342592783237,0 -4.318008205118695,48.64612718763185,0 -4.303061366634687,48.65173514738878,0 -4.294441729905647,48.66351098770944,0 -4.310226777810149,48.66784382382929,0 -4.325773162754196,48.65861198930118,0 -4.341493224897626,48.65985523348586,0 -4.349828676500554,48.66384793477757,0 -4.353809582715547,48.64710574579328,0 -4.348968332592218,48.6270606738026,0 -4.339333518800565,48.62570508551102,0 -4.316151884903152,48.63774989033559,0 -4.316714941690027,48.64069632048258,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
29;Plourin-lès-Morlaix;"";207;624;4448;1;0;0;0;4448;1;4448;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							-3.756658737211664,48.4896707535487,0 -3.756983308498372,48.50681631200134,0 -3.770236428739044,48.52555366860619,0 -3.766671074856156,48.53897535668374,0 -3.792402789774436,48.55620360782412,0 -3.799744109746748,48.56517321972945,0 -3.804511964837385,48.56396995579337,0 -3.820591348990441,48.57168772311979,0 -3.82692148733732,48.56661056882576,0 -3.836912459348469,48.56779611182561,0 -3.836667913176997,48.55427527791141,0 -3.826507332321678,48.54270689014592,0 -3.837718199452467,48.52319851340961,0 -3.837789669811198,48.51272002910093,0 -3.826007612663265,48.48615660624135,0 -3.811091041104722,48.48352957470053,0 -3.797599281678237,48.48841278847403,0 -3.774851260584207,48.48036126011516,0 -3.764734551394688,48.48804525514011,0 -3.759799717968633,48.48685513272616,0 -3.756658737211664,48.4896707535487,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
29;Plouvien;"";209;484;3693;0;0;1;0;0;1;3693;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							-4.449358923358804,48.51963448003606,0 -4.42490228063763,48.53179515676614,0 -4.42336834434972,48.53862272216135,0 -4.407180022886273,48.5469990241353,0 -4.417240000003071,48.55431228055276,0 -4.415945509416908,48.56101612570268,0 -4.44859414801507,48.57003888060986,0 -4.452530629298989,48.57043317357058,0 -4.461513035866059,48.56716684612182,0 -4.481007180896917,48.55089400965898,0 -4.507057366109953,48.55288025251541,0 -4.506275932221675,48.54677596026757,0 -4.512507078995355,48.54912839026557,0 -4.529548364121245,48.55385798182792,0 -4.530709722061122,48.54878698579008,0 -4.526358535217549,48.53983687535266,0 -4.519474851734002,48.53294501729469,0 -4.480730835281006,48.51748656547025,0 -4.468535896993555,48.50638218075523,0 -4.466997091334379,48.49626817887891,0 -4.456670464389183,48.49650302659018,0 -4.449358923358804,48.51963448003606,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
29;Plouzané;"";212;746;11717;1;0;0;0;11717;1;11717;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							-4.566698370434659,48.36695314161359,0 -4.560992587935722,48.37997191883753,0 -4.56841206412787,48.39283732547863,0 -4.591178275934276,48.41032172914996,0 -4.606214211019761,48.40728561417089,0 -4.614732293616717,48.41134695914833,0 -4.630308817177147,48.41277418074424,0 -4.644538536226841,48.409242807925,0 -4.640945902926747,48.40490138611838,0 -4.63131286406202,48.38237514711911,0 -4.621710824065365,48.37438083948867,0 -4.617835006185087,48.35769195157476,0 -4.624238475688234,48.34127965038415,0 -4.621780505071492,48.33826561818709,0 -4.607306893174419,48.33877422068249,0 -4.570949023565336,48.35044784221515,0 -4.553854191097906,48.36140317047616,0 -4.566698370434659,48.36695314161359,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
29;Pont-l'Abbé;"";220;604;8322;3;0;0;0;2774;3;2774;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							-4.206049218978849,47.84906077413225,0 -4.19641206871618,47.85026856297102,0 -4.193879142746113,47.85317171820368,0 -4.213990186931791,47.86893298799782,0 -4.199386371346008,47.86139138973614,0 -4.184573472589168,47.8809003911259,0 -4.207559357461632,47.89324215005709,0 -4.221240205987556,47.88852206972267,0 -4.229094158379221,47.87971372085825,0 -4.225382614333477,47.87358042314546,0 -4.229903188139845,47.86792383303815,0 -4.258537251149126,47.87006465485901,0 -4.252501125673236,47.86080444759393,0 -4.253693707843274,47.854015287974,0 -4.246483721007288,47.84547837411721,0 -4.232962000151986,47.8419228798363,0 -4.22084871983518,47.84691905174001,0 -4.207970214864051,47.84245344463176,0 -4.206049218978849,47.84906077413225,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
29;Poullan-sur-Mer;"";226;506;1523;0;0;1;0;0;1;1523;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							-4.354345178436181,48.04600080768701,0 -4.352049586942226,48.048874037792,0 -4.357323297156393,48.05769922487053,0 -4.353246739255788,48.06317844703271,0 -4.352807171437143,48.06660421060193,0 -4.367749604800284,48.06797261237215,0 -4.373057119671104,48.07382163259879,0 -4.371297519334627,48.08034000386162,0 -4.362421836593375,48.08371632050257,0 -4.378763122187146,48.10797051421196,0 -4.393732330782258,48.10491506011847,0 -4.414643038120632,48.10621901954902,0 -4.431624401236867,48.09830449469241,0 -4.457334844111919,48.09653130893975,0 -4.439723934784363,48.07967854837656,0 -4.42458193521812,48.08173007417072,0 -4.42132580363128,48.07900730459907,0 -4.418909438053332,48.05885023994198,0 -4.402305139189018,48.05101314494554,0 -4.401499466145538,48.04411331543595,0 -4.38211836667719,48.0429654437164,0 -4.36996003560258,48.05290301058407,0 -4.359139242909642,48.0465500144159,0 -4.354345178436181,48.04600080768701,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
29;Quimperlé;"";233;983;11776;3;1;0;0;3925;3;3925;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							-3.540390578146455,47.83640926537471,0 -3.527608011595955,47.84414902537992,0 -3.532667722059522,47.85277108885754,0 -3.544576330993485,47.85761468678245,0 -3.541868243111024,47.86666143617126,0 -3.539854449281132,47.85740898071139,0 -3.530064301119773,47.85701632803261,0 -3.523004293499614,47.84914685714249,0 -3.519273883172014,47.84870449289173,0 -3.511178191704751,47.85215331106438,0 -3.515325422181148,47.85828009425165,0 -3.509008560807729,47.87415493625683,0 -3.526798169991818,47.88029891135479,0 -3.536385379475055,47.87966486665773,0 -3.547555336421104,47.88967010317049,0 -3.565782298869438,47.88419753989827,0 -3.591989542209597,47.86455446470848,0 -3.58967029735743,47.85464221985988,0 -3.610935806621502,47.84181037149837,0 -3.60800040921228,47.83903187467967,0 -3.588221438997463,47.84006588555231,0 -3.585333417118219,47.82426091899468,0 -3.577955192433002,47.83321970328786,0 -3.557407761197589,47.8242220671242,0 -3.542913073615239,47.8221708163086,0 -3.540390578146455,47.83640926537471,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
29;Le Relecq-Kerhuon;"";235;820;10762;1;0;0;0;10762;1;10762;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							-4.389409463814211,48.41444438197472,0 -4.399656990221588,48.41482474859005,0 -4.417891017750861,48.40881186490829,0 -4.425409529896427,48.40027942487729,0 -4.423116534326548,48.39721544732373,0 -4.40637924782745,48.39044869247036,0 -4.389437084717256,48.39759935081325,0 -4.380655337675923,48.3976780156413,0 -4.376028822178196,48.40018960021822,0 -4.389409463814211,48.41444438197472,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
29;Roscoff;"";239;853;3626;2;0;0;0;1813;2;1813;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							-3.964664711968018,48.72164237824911,0 -3.98680878345778,48.7284260908347,0 -4.000373406879582,48.7120528762669,0 -4.00319030781673,48.72641606688553,0 -4.006921082425237,48.72594368958418,0 -4.00995857632534,48.71605777544631,0 -4.007458199670957,48.69644753825029,0 -3.997835157695226,48.69558723603826,0 -3.987575102373464,48.7022854049067,0 -3.973629366481159,48.70388914743312,0 -3.964664711968018,48.72164237824911,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
29;Rosporden;"";241;824;7227;1;0;0;0;7227;1;7227;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							-3.753456313698114,47.90678253504517,0 -3.760891384064813,47.91577478580395,0 -3.762205854510663,47.92964532909212,0 -3.754364743997818,47.93834413629013,0 -3.762967775014852,47.96517139501306,0 -3.75131444671444,47.9711266538034,0 -3.752507582443596,47.98500374933229,0 -3.758030396276575,47.9948470284379,0 -3.783691703398342,47.99578712574682,0 -3.793150623804018,47.99870845140683,0 -3.813277273451798,47.9961506641942,0 -3.816430808894757,47.99034010850924,0 -3.837090309825075,47.99526247795353,0 -3.855040100989584,47.97863299326017,0 -3.856847176881109,47.96154475172802,0 -3.866733079080427,47.95968353670288,0 -3.875751540347001,47.96294917357515,0 -3.878016828225619,47.95668253174658,0 -3.891991664097929,47.95638590630893,0 -3.894468957107078,47.95362047434554,0 -3.890874693288824,47.94770688145657,0 -3.850122285549769,47.95146815022402,0 -3.835504053430958,47.94187888551381,0 -3.820602082378139,47.94339725297849,0 -3.810816317012446,47.94111175540445,0 -3.799060578971087,47.92976230122647,0 -3.79303228720278,47.90959800733852,0 -3.7852673796462,47.90498952697141,0 -3.756756231705842,47.90084746817313,0 -3.753456313698114,47.90678253504517,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
29;Saint-Pol-de-Léon;"";259;743;6904;3;0;0;0;2301;3;2301;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							-3.95234022121667,48.65780196876037,0 -3.953118902561275,48.67172536650038,0 -3.969350783395633,48.67933536822132,0 -3.963773422169632,48.68872784359382,0 -3.97325874924382,48.69703932224722,0 -3.973629366481159,48.70388914743312,0 -3.987575102373464,48.7022854049067,0 -3.997835157695226,48.69558723603826,0 -4.007458199670957,48.69644753825029,0 -4.012185025227463,48.69619611316438,0 -4.024471320588361,48.68664876293486,0 -4.019396909094441,48.67691574173175,0 -4.025544747949519,48.66019863854929,0 -4.006661995209894,48.65469384428683,0 -4.006539288538051,48.65124246229014,0 -3.997554878051013,48.65243996487344,0 -3.971342756013028,48.64506754259762,0 -3.957215491933961,48.64785483825989,0 -3.95234022121667,48.65780196876037,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
29;Saint-Renan;"";260;505;7515;1;0;0;0;7515;1;7515;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							-4.599092801885489,48.42829666045836,0 -4.600857407440846,48.43147319952842,0 -4.610480617970687,48.4331140232934,0 -4.614619775847874,48.44944200600985,0 -4.623367647626033,48.44914988830082,0 -4.626032203362267,48.44272360663058,0 -4.630795850318883,48.44166626236927,0 -4.645797356611892,48.44132137966796,0 -4.649224590964387,48.44376625221629,0 -4.649768773991467,48.42051949555596,0 -4.644538536226841,48.409242807925,0 -4.630308817177147,48.41277418074424,0 -4.614732293616717,48.41134695914833,0 -4.606214211019761,48.40728561417089,0 -4.591178275934276,48.41032172914996,0 -4.599092801885489,48.42829666045836,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
29;Scaër;"";274;638;5290;0;0;1;0;0;1;5290;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							-3.641040509124047,47.98579298444356,0 -3.649005338411477,48.00602322621526,0 -3.660916583330671,48.01756710008443,0 -3.674598824239124,48.05491959584953,0 -3.701509225539221,48.06486655086887,0 -3.703709508055966,48.06808262165128,0 -3.700379487456538,48.07082834890807,0 -3.703809903824005,48.08468525929541,0 -3.695003624122128,48.09336016587968,0 -3.708042060745638,48.09815313286198,0 -3.732972707030771,48.09626771985639,0 -3.739720460426732,48.09114867912176,0 -3.764570364182103,48.08676819438637,0 -3.788449186792437,48.07392111598971,0 -3.793269403819981,48.06791625519794,0 -3.79147932504595,48.05787663562425,0 -3.796552812183938,48.05845938983698,0 -3.805264391653718,48.03802976588516,0 -3.813277273451798,47.9961506641942,0 -3.793150623804018,47.99870845140683,0 -3.783691703398342,47.99578712574682,0 -3.758030396276575,47.9948470284379,0 -3.752507582443596,47.98500374933229,0 -3.75131444671444,47.9711266538034,0 -3.730563200136343,47.97008823777692,0 -3.721034151888494,47.96008524170418,0 -3.695858083085253,47.95623269294258,0 -3.688317435764874,47.96029375214182,0 -3.699674942497844,47.97182937868921,0 -3.700559487101207,47.9787062050032,0 -3.691433049376178,47.98694911155697,0 -3.67604791364923,47.98688616718925,0 -3.669128109212634,47.98183372856697,0 -3.649229569750494,47.98383908524281,0 -3.645257652231808,47.98156246315671,0 -3.641040509124047,47.98579298444356,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
29;Taulé;"";279;625;2929;1;0;0;0;2929;1;2929;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							-3.90119814440492,48.57203038528379,0 -3.888176317015939,48.57677799338888,0 -3.887110024513225,48.58004540327885,0 -3.872557448389635,48.58218005739695,0 -3.875105048138314,48.58840736996201,0 -3.870649098692949,48.60399720983222,0 -3.859482147590434,48.60957265529077,0 -3.862500010252543,48.61274815826782,0 -3.858126394300361,48.61812026405935,0 -3.871018497875871,48.62191697883816,0 -3.871166768161201,48.62511376351681,0 -3.858216398785146,48.62876032346502,0 -3.861489799315641,48.631903054284,0 -3.88068751331176,48.63917203569615,0 -3.887610658542797,48.63557464770093,0 -3.895299816193589,48.63850570006867,0 -3.904005391208956,48.63046972006692,0 -3.917093745443649,48.62613277169174,0 -3.929646447369355,48.6123351522175,0 -3.938912194338025,48.61453027079941,0 -3.941829889203996,48.61168691643701,0 -3.935010364250677,48.59868483698955,0 -3.934902797434283,48.59828476889258,0 -3.923373052400032,48.58802233343879,0 -3.926248840140094,48.58147939293418,0 -3.918850464659944,48.56527753697354,0 -3.91108255712346,48.56075464788373,0 -3.90119814440492,48.57203038528379,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
29;Trégunc;"";293;709;6837;2;0;0;0;3418;2;3418;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							-3.80548712229227,47.82177536509407,0 -3.799590523447109,47.8347923484414,0 -3.789736451700005,47.8429165696389,0 -3.798202459469331,47.85138611387792,0 -3.795920887229074,47.87190679442993,0 -3.812847593190507,47.86519575954052,0 -3.824651574792732,47.88305394688206,0 -3.848736514088107,47.87936213459763,0 -3.851143837581354,47.87004297307807,0 -3.860702074381239,47.86941089768636,0 -3.873780198496102,47.85999806452309,0 -3.878634866493342,47.85985738344858,0 -3.890655476436813,47.853088261876,0 -3.892572682057713,47.8461544351883,0 -3.899716471504668,47.84123423209615,0 -3.898305468496315,47.83451450244587,0 -3.855502448829378,47.80336965535826,0 -3.850532241173457,47.79343431647042,0 -3.836095981270342,47.79647476824373,0 -3.810807932997304,47.79426507026398,0 -3.80548712229227,47.82177536509407,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
30;Aigues-Mortes;"";003;605;8341;12;0;1;0;695;13;641;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							4.244232817649864,43.50146198351186,0 4.228847255619304,43.53519171958408,0 4.224300271209152,43.55978172117347,0 4.207927721395608,43.58909335764316,0 4.179486792338838,43.5852845558821,0 4.150215691493675,43.58556246815685,0 4.122875375309105,43.58835911406447,0 4.099889073084149,43.58527387221447,0 4.083695757600863,43.5917445267421,0 4.075126405258138,43.58898617639425,0 4.074673404651032,43.58859472927589,0 4.083495563040853,43.58835411799176,0 4.108711935277904,43.56843818701804,0 4.140929433512217,43.56242649686024,0 4.162611817696993,43.54851002889192,0 4.175256577784872,43.53346374186022,0 4.180145618302942,43.51979643839676,0 4.200518690100128,43.50004703426417,0 4.213706246524724,43.49587813794549,0 4.237933076244769,43.49708000270273,0 4.244232817649864,43.50146198351186,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
30;Aigues-Vives;Dont données de la police de la communauté de communes Rhôny Vistre Vidourle (policiers: 10, agents de surveillance: 10);004;930;2990;2;0;0;0;928;2;928;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							4.214840344819559,43.7092069503866,0 4.21716701552294,43.71010789227118,0 4.221555984334007,43.72218993866642,0 4.212996052872477,43.72346457536037,0 4.203358923994363,43.73018611627966,0 4.194357462162888,43.73178813589819,0 4.193317657533489,43.73846815065568,0 4.199519172524062,43.75127836890938,0 4.18503266346737,43.76216445264059,0 4.176496751766661,43.76191498346531,0 4.17188440601481,43.75740190602004,0 4.165976615519242,43.74045622003081,0 4.167437316660605,43.73356499414405,0 4.192524500888446,43.72541862356669,0 4.196633473080422,43.71182946053572,0 4.191595052325372,43.70580119178375,0 4.214840344819559,43.7092069503866,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
30;Aiguèze;"";005;385;230;0;0;1;0;0;1;230;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							4.535497459021509,44.27849005315408,0 4.548479112700852,44.29222654536898,0 4.569997574587652,44.2993488600716,0 4.55716754815279,44.30416793258532,0 4.545630732774049,44.31970804349685,0 4.547748768592181,44.322874376207,0 4.549110357889412,44.32451178963608,0 4.531152074674001,44.32409703367626,0 4.524166643884553,44.32876765072278,0 4.514731391116706,44.32911406654046,0 4.512014296862237,44.33539962063107,0 4.506097093410015,44.34025245678367,0 4.482910428147138,44.33819962710434,0 4.464760614772634,44.34167488298997,0 4.46702848309533,44.32896838111405,0 4.474956744033571,44.32083166275001,0 4.483154114911985,44.31779544044875,0 4.496728409222377,44.31944814804433,0 4.502326235385703,44.31395199102143,0 4.52012113168216,44.30980911272817,0 4.532209430149776,44.29130214967843,0 4.530214157010506,44.28471275802331,0 4.530210448342413,44.27621403329286,0 4.535497459021509,44.27849005315408,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
30;Aimargues;Dont données de la police de la communauté de communes de Petite Camargue (policiers: 3);006;973;4313;2;0;0;0;1695;2;1695;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							4.239145744719925,43.63245795008537,0 4.224756002972319,43.65830417400315,0 4.224773283639096,43.6828986608236,0 4.216180857171481,43.69521602820209,0 4.214840344819559,43.7092069503866,0 4.191595052325372,43.70580119178375,0 4.164312851402285,43.69283161313066,0 4.163625645442148,43.69013921256952,0 4.193817811553928,43.65174595914257,0 4.230088844616078,43.62436281142668,0 4.239145744719925,43.63245795008537,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
30;Alès;Dont données de la police de la communauté d'agglomération du Grand Alès (gardes gardes-champêtres: 2);007;634;41205;32;11;0;1;1287;32;1245;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							4.100105261105194,44.10685350425893,0 4.122229321383948,44.11064376993117,0 4.127045285445732,44.11977577594499,0 4.114243445446335,44.13411093593052,0 4.114940930327586,44.14099898597902,0 4.104088570065749,44.14667173149335,0 4.099198491198193,44.15626248222102,0 4.090165678730311,44.14880936568672,0 4.082597143418196,44.15248494641487,0 4.070210275887187,44.14268690910777,0 4.061595126346469,44.14054730555635,0 4.055379745781846,44.13499943686175,0 4.053859948983276,44.12245717074438,0 4.063012552627696,44.11206229018559,0 4.070613345958707,44.0963801183591,0 4.082746463234468,44.10124757728434,0 4.096725470706444,44.10066748604289,0 4.100105261105194,44.10685350425893,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
30;Anduze;"";010;523;3287;1;2;0;0;3287;1;3287;<Polygon>				<outerBoundaryIs>					<LinearRing>						<coordinates>							4.00982466986652,44.04503047373692,0 3.997005432869161,44.04767722169807,0 4.003097523085652,44.0626800996359,0 3.979950424357943,44.06459987211876,0 3.970494317337012,44.07593526660606,0 3.954097467629492,44.06306400354276,0 3.940454148808232,44.04115704232773,0 3.948285773183162,44.03789420559306,0 3.957319821563696,44.03941770045948,0 3.974352062794213,44.03361492018711,0 4.010663184133261,44.038839144866,0 4.00982466986652,44.04503047373692,0 						</coordinates>					</LinearRing>				</outerBoundaryIs>			</Polygon>
